-0.163616,0.719152,0.091388,
0.199607,0.304486,0.091444,
0.208307,-0.199992,0.091281,
-0.236030,-0.072024,0.097117,
-0.301740,-0.157410,0.094110,
-0.459445,-0.138418,0.085446,
-0.554280,-0.232415,0.083866,
-0.577652,-0.099482,0.093234,
-0.354944,-0.220788,0.076446,
-0.201297,-0.090813,0.100147,
-0.125322,-0.106396,0.094785,
-0.171055,-0.197710,0.059312,
-0.133567,-0.020065,0.132129,
-0.087880,-0.138528,0.076798,
0.141223,0.132181,0.195920,
0.142442,0.308372,0.265991,
0.047648,0.176816,0.177591,
0.121657,0.308933,0.227670,
0.115473,0.336130,0.224550,
0.152299,0.307836,0.191934,
0.049251,0.205423,0.138422,
-0.100345,0.181437,0.115604,
-0.079926,0.276756,0.149100,
0.063215,0.543768,0.256629,
0.051148,0.399402,0.163912,
0.024444,0.551729,0.236231,
-0.090327,0.513566,0.205190,
-0.030845,0.477499,0.168790,
0.009247,0.394364,0.109634,
0.080723,0.317388,0.052412,
0.111037,0.307426,0.037445,
0.278951,0.178700,-0.042327,
0.371132,-0.162968,-0.205735,
0.339322,-0.243580,-0.234351,
0.204379,-0.144665,-0.164469,
0.198755,-0.191282,-0.180633,
0.360733,0.214380,0.032556,
0.280337,0.154095,-0.002412,
0.220010,0.266283,0.055609,
0.129743,0.460160,0.151383,
0.120907,0.455556,0.145961,
0.121164,0.378406,0.095574,
0.072634,0.196351,0.005339,
-0.026863,0.234099,0.031714,
0.070921,0.199354,0.019000,
0.223812,0.029698,-0.077976,
0.111373,0.133567,-0.021868,
0.085940,0.018671,-0.074017,
0.106575,-0.061850,-0.108124,
0.035774,-0.029440,-0.082029,
0.032056,-0.119630,-0.125236,
0.040642,-0.295879,-0.199599,
0.117819,-0.184400,-0.138813,
0.077898,-0.134961,-0.100972,
0.118597,-0.089985,-0.078547,
0.149102,-0.111514,-0.090836,
0.130972,-0.018791,-0.042655,
0.115067,-0.062188,-0.057885,
0.182124,0.048413,-0.006512,
0.160540,0.067468,0.000138,
-0.046628,0.114024,0.049012,
-0.054544,0.135745,0.062316,
0.082987,0.094789,0.027778,
-0.039381,0.228974,0.098495,
-0.152664,0.264627,0.125895,
-0.056346,0.118113,0.032954,
-0.100687,0.077685,0.015902,
0.065132,0.075811,-0.007751,
0.047595,-0.008154,-0.046171,
0.001686,0.027113,-0.021697,
0.084564,0.226442,0.061838,
0.068112,0.226963,0.065566,
0.130269,0.181734,0.029771,
0.136564,0.230976,0.055967,
0.188551,0.132002,-0.003298,
0.247582,0.100835,-0.028363,
0.458023,0.137339,-0.050010,
0.357081,-0.137390,-0.163711,
0.511095,-0.062098,-0.141745,
0.458803,-0.014704,-0.099050,
0.386388,0.022852,-0.064473,
0.447149,0.006624,-0.077165,
0.420539,-0.032476,-0.079043,
0.397322,-0.068398,-0.088032,
0.340828,0.063007,-0.006289,
0.249444,0.187287,0.070889,
0.234332,0.052472,-0.001392,
0.364859,0.040426,-0.033459,
0.284906,0.094113,0.009485,
0.148345,0.304568,0.137879,
0.157921,0.154876,0.048985,
0.154382,0.170738,0.050608,
0.110899,0.157319,0.053236,
0.312155,0.079590,-0.026906,
0.254846,-0.129066,-0.113040,
0.190369,-0.132212,-0.090176,
0.129763,-0.021734,-0.019958,
0.069926,-0.056971,-0.027322,
0.130483,0.263967,0.119185,
0.060539,0.265290,0.122452,
0.072098,0.313811,0.134994,
-0.184574,0.705792,0.362672,
-0.029695,0.681682,0.283084,
-0.090304,0.679150,0.290235,
-0.035066,0.230844,0.049441,
0.028345,0.384663,0.103491,
-0.048117,0.467754,0.150684,
0.043850,0.563203,0.158891,
-0.063311,0.636345,0.213143,
-0.019795,0.457654,0.104393,
-0.073100,0.249357,0.013052,
0.025189,0.125547,-0.061862,
0.222880,-0.054787,-0.175976,
0.109161,0.065974,-0.087675,
0.047938,-0.131673,-0.168143,
-0.040000,-0.151367,-0.151600,
-0.099446,-0.152286,-0.143673,
-0.116854,0.017677,-0.047368,
-0.086304,-0.080456,-0.093512,
-0.083183,-0.149143,-0.122536,
-0.004571,-0.138637,-0.110914,
0.028013,-0.069845,-0.071122,
0.108024,0.062409,0.011596,
0.085698,0.003145,-0.013182,
0.004326,-0.017981,-0.021105,
-0.095057,0.057526,0.024198,
0.052127,-0.035530,-0.027720,
0.203205,0.126637,0.052659,
0.151318,0.145614,0.064470,
0.156505,0.347585,0.177592,
0.337520,0.098976,0.036877,
0.261344,0.208285,0.077217,
0.339381,0.090282,0.013806,
0.112841,0.080148,0.004891,
0.075216,-0.013573,-0.048528,
0.075415,-0.068819,-0.069602,
0.099679,-0.224464,-0.130132,
0.027496,-0.459696,-0.252748,
0.223203,-0.372686,-0.163128,
0.003753,-0.331880,-0.162059,
-0.005715,-0.466455,-0.209270,
-0.071001,-0.433572,-0.194516,
0.007725,-0.388150,-0.138994,
-0.026090,-0.561445,-0.214461,
-0.096331,-0.345013,-0.133547,
0.042957,-0.158862,-0.011071,
0.089536,0.021188,0.087226,
0.357057,0.007534,0.133652,
0.184092,0.313511,0.229322,
0.450661,0.227726,0.241276,
0.574353,0.304481,0.291173,
0.498918,-0.033320,0.081215,
0.257354,-0.110110,-0.015720,
0.232722,0.017427,0.029451,
0.217916,-0.095951,-0.028190,
0.235076,-0.039137,-0.004935,
0.204452,0.099061,0.046723,
0.179443,-0.093392,-0.038334,
0.166955,-0.167277,-0.068086,
0.043786,-0.130969,-0.103219,
0.105899,-0.191061,-0.099379,
0.091930,-0.147525,-0.081851,
0.148082,-0.160890,-0.055773,
0.094227,-0.233075,-0.093967,
-0.054662,-0.183480,-0.140342,
0.112671,-0.190514,-0.065506,
-0.118688,-0.106200,-0.141886,
0.035608,0.008672,-0.029659,
0.164408,0.028332,0.042562,
0.248029,-0.034709,0.053494,
0.335619,-0.084802,0.084946,
0.256749,-0.131567,0.037931,
0.134146,-0.203263,-0.032653,
0.383423,-0.160336,0.095190,
0.218352,-0.208787,0.004215,
0.197616,-0.114926,0.006155,
0.148696,-0.127010,-0.025736,
0.144161,-0.207529,-0.042493,
0.215671,-0.237926,-0.015140,
0.156909,0.025193,-0.027225,
0.239738,0.100116,0.035072,
0.381955,0.125187,0.094390,
0.250785,0.172201,0.025173,
