-0.176832,-1.061120,0.104810,
-0.368089,-0.596844,0.110461,
-0.326445,-0.597410,0.110825,
-0.395797,-0.385378,0.112423,
-0.368942,-0.302910,0.112639,
-0.554828,-0.285788,0.110969,
-0.443767,-0.170688,0.110997,
-0.539808,-0.086271,0.113405,
-0.541799,-0.022635,0.112811,
-0.658629,-0.008398,0.112429,
-0.691172,-0.049088,0.107643,
-0.739652,-0.026236,0.104818,
-0.684112,0.044095,0.102241,
-0.831128,0.061484,0.100784,
-0.813575,0.016353,0.071368,
-0.899100,-0.143404,0.031724,
-0.937576,-0.154487,0.024252,
-0.908627,-0.099247,0.055062,
-0.888622,-0.079305,0.068969,
-0.792517,0.116239,0.196609,
-0.643828,-0.097868,0.021813,
-0.684233,-0.037160,0.076241,
-0.620064,-0.125615,0.030941,
-0.724261,-0.246036,-0.069857,
-0.650720,-0.097288,0.046696,
-0.770014,-0.089044,0.043709,
-0.509873,-0.070115,0.090151,
-0.443798,-0.093593,0.075420,
-0.392550,0.013063,0.150752,
-0.292344,-0.168186,0.039748,
0.013509,0.254265,0.273144,
0.011039,0.396185,0.321579,
0.057052,0.422374,0.309749,
-0.002872,0.423605,0.307829,
0.021303,0.389873,0.261611,
-0.068414,0.355496,0.228016,
0.136348,0.470072,0.237910,
0.076395,0.469461,0.235680,
-0.026369,0.630308,0.304882,
0.105655,0.555439,0.240332,
0.082693,0.480958,0.186315,
0.274580,0.400710,0.117903,
0.154973,0.396058,0.112677,
0.463345,0.229872,-0.008390,
0.371168,-0.138454,-0.189723,
0.442313,0.235634,0.063056,
0.346174,0.506108,0.173416,
0.383360,0.512914,0.153627,
0.321122,0.418615,0.096371,
0.154902,0.269167,0.019340,
0.203515,0.220723,-0.014846,
0.312704,0.045107,-0.100561,
0.100093,0.009615,-0.100257,
0.139595,-0.069551,-0.132130,
0.127387,-0.113962,-0.148378,
0.123163,-0.285650,-0.216711,
0.125429,-0.190760,-0.154521,
0.037823,-0.211254,-0.159702,
-0.023065,-0.173799,-0.122237,
0.042748,-0.144870,-0.080153,
0.036443,-0.059109,-0.034945,
-0.036627,-0.114852,-0.053599,
0.031785,0.023463,0.014963,
-0.083369,-0.010325,0.009331,
-0.126782,0.103928,0.066940,
-0.019306,0.065542,0.030075,
-0.011354,0.228040,0.103954,
-0.240506,0.154373,0.093483,
-0.318152,0.198241,0.120793,
-0.215621,0.046612,0.012564,
-0.119670,0.025773,-0.018704,
-0.021983,-0.018338,-0.047971,
-0.032930,0.025669,-0.019816,
0.062084,0.161735,0.034303,
-0.042159,0.164198,0.057673,
0.027382,0.080649,-0.001340,
-0.006273,0.013753,-0.037482,
0.068786,-0.002546,-0.060913,
0.139799,-0.193598,-0.167284,
0.142014,-0.131576,-0.108327,
0.341150,-0.028051,-0.076263,
0.175118,-0.097087,-0.078878,
0.242036,-0.117616,-0.091566,
